ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry,ID Industry Sector,Industry Sector,Slug Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,Slug Industry Sub-Sector
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","33909X","Lifeguards & other recreational, & all other protective service workers",2016,"2016","true","true",311,432.96669317144284,48397.91639871382,37300.10768516156,5,"lifeguards-other-recreational-all-other-protective-service-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131023","Purchasing agents, except wholesale, retail, & farm products",2016,"2016","true","true",13150,2815.256658429405,59989.40745247148,6110.125994654614,137,"purchasing-agents-except-wholesale-retail-farm-products","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519120","Painting workers",2016,"2016","true","true",3759,1505.2384631720176,31644.948390529396,8115.828169908977,34,"painting-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439XXX","Miscellaneous office & administrative support workers, including desktop publishers",2016,"2016","true","true",15821,3087.9345986368603,46412.538019088555,7636.209277897068,153,"miscellaneous-office-administrative-support-workers-including-desktop-publishers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","339091","Crossing guards",2016,"2016","true","true",9357,2374.811252214568,24259.67404082505,5154.272773275305,74,"crossing-guards","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519061","Inspectors, testers, sorters, samplers, & weighers",2016,"2016","true","true",14670,2973.4997371088684,57927.07934560327,7771.448288540612,141,"inspectors-testers-sorters-samplers-weighers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","4520XX","Miscellaneous agricultural workers, including animal breeders",2016,"2016","true","true",1389,915.005715787855,44024.99568034557,34180.2356486548,13,"miscellaneous-agricultural-workers-including-animal-breeders","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131041","Compliance officers",2016,"2016","true","true",888,731.6104755320608,60966.791666666664,17844.40727581346,10,"compliance-officers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519030","Cutting workers",2016,"2016","true","true",3769,1507.2392609020349,38212.046696736536,10461.496533289988,30,"cutting-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","454020","Logging workers",2016,"2016","true","true",1940,1081.366038980805,33189.11701030928,9225.67267816748,10,"logging-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","339030","Security guards & gaming surveillance officers",2016,"2016","true","true",3057,1357.4314662930187,32832.175335296044,14450.388234953702,31,"security-guards-gaming-surveillance-officers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131051","Cost estimators",2016,"2016","true","true",78773,6888.834798401286,75206.31876404352,4642.796250735371,817,"cost-estimators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519020","Crushing, grinding, polishing, mixing, & blending workers",2016,"2016","true","true",2428,1209.749561975867,38382.54695222405,9955.370801432417,23,"crushing-grinding-polishing-mixing-blending-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","471011","Firstline supervisors of construction trades & extraction workers",2016,"2016","true","true",609320,19124.299136318565,63134.26765738856,1490.0909413749941,6071,"firstline-supervisors-of-construction-trades-extraction-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131070","Human resources workers",2016,"2016","true","true",14099,2915.0623996262466,68180.86268529683,9685.404104760459,140,"human-resources-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472011","Boilermakers",2016,"2016","true","true",5553,1829.4911024180406,53790.611741401044,9024.7845609792,61,"boilermakers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","332020","Fire inspectors",2016,"2016","true","true",1031,788.320011837121,35194.23860329777,15126.091524098116,13,"fire-inspectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","518090","Miscellaneous plant & system operators",2016,"2016","true","true",1128,824.5701780362954,56761.32624113475,11046.871369267434,14,"miscellaneous-plant-system-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","518031","Water & wastewater treatment plant & system operators",2016,"2016","true","true",1487,946.7341042647208,47671.7215870881,12626.63628854661,16,"water-wastewater-treatment-plant-system-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472031","Carpenters",2016,"2016","true","true",813006,22075.1661622608,37834.80563981077,802.1009740603257,6519,"carpenters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","310000","Healthcare Support Occupations","310000","Healthcare Support Occupations","311010","Nursing, psychiatric, & home health aides",2016,"2016","true","true",660,630.7332712539504,43157.742424242424,27015.4576366013,5,"nursing-psychiatric-home-health-aides","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131081","Logisticians",2016,"2016","true","true",1611,985.4171644981085,48084.77715704531,11213.839678840646,13,"logisticians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472040","Carpet, floor, & tile installers & finishers",2016,"2016","true","true",105920,7987.4010826939875,33629.72223376133,1752.7243186411292,758,"carpet-floor-tile-installers-finishers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","299000","Other healthcare practitioners & technical Occupations",2016,"2016","true","true",3972,1547.2961545105666,79322.3670694864,34905.390836745806,39,"other-healthcare-practitioners-technical-occupations","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","518021","Stationary engineers & boiler operators",2016,"2016","true","true",1946,1083.0369412029213,45387.54316546763,15560.743025437418,15,"stationary-engineers-boiler-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131111","Management analysts",2016,"2016","true","true",3873,1527.8922310848143,60410.065840433774,16475.345178395215,47,"management-analysts","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472050","Cement masons, concrete finishers, & terrazzo workers",2016,"2016","true","true",51423,5566.42867082035,38197.42029831009,3143.569258865707,431,"cement-masons-concrete-finishers-terrazzo-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291141","Registered nurses",2016,"2016","true","true",776,683.9186712261669,64885.551546391755,19321.787061669605,9,"registered-nurses","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","517042","Woodworking machine setters, operators, & tenders, except sawing",2016,"2016","true","true",855,717.8877440808411,19945.52865497076,7936.113245866464,8,"woodworking-machine-setters-operators-tenders-except-sawing","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472061","Construction laborers",2016,"2016","true","true",1411268,29024.27931162442,33220.47991097368,591.5067271587347,11159,"construction-laborers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","2740XX","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",2016,"2016","true","true",1978,1091.9052347301008,59528.07684529828,12308.96741180887,14,"broadcast-sound-engineering-technicians-radio-operators-media-communication-equipment-workers-all-other","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131141","Compensation, benefits, & job analysis specialists",2016,"2016","true","true",725,661.0627396172522,70998.12689655172,33864.80431224382,7,"compensation-benefits-job-analysis-specialists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","517041","Sawing machine setters, operators, & tenders, wood",2016,"2016","true","true",412,498.33656157378016,25550.672330097088,15638.19912788295,5,"sawing-machine-setters-operators-tenders-wood","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472071","Paving, surfacing, & tamping equipment operators",2016,"2016","true","true",12327,2725.743876907792,37981.86671534031,4748.7059156800815,113,"paving-surfacing-tamping-equipment-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131151","Training & development specialists",2016,"2016","true","true",1272,875.6214956361366,38205.012578616355,22101.72502915093,10,"training-development-specialists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131161","Market research analysts & marketing specialists",2016,"2016","true","true",2931,1329.1631438512254,48633.15626066189,17422.564617650274,34,"market-research-analysts-marketing-specialists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","47207X","Construction equipment operators except paving, surfacing, & tamping equipment operators",2016,"2016","true","true",246714,12184.364127413559,46703.200750666765,1338.7182535883442,2565,"construction-equipment-operators-except-paving-surfacing-tamping-equipment-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273043","Writers & authors",2016,"2016","true","true",929,748.309447272791,52647.39504843918,21828.973005908316,10,"writers-authors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514XXX","Miscellaneous metal workers & plastic workers, including multiple machine tool setters",2016,"2016","true","true",510,554.445783410089,39523.13333333333,9724.98473201074,5,"miscellaneous-metal-workers-plastic-workers-including-multiple-machine-tool-setters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472080","Drywall installers, ceiling tile installers, & tapers",2016,"2016","true","true",116096,8361.99542113458,31022.850080967477,1446.6648079241015,834,"drywall-installers-ceiling-tile-installers-tapers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273031","Public relations specialists",2016,"2016","true","true",1098,813.5313413142092,61814.33151183971,24544.86888292679,13,"public-relations-specialists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514120","Welding, soldering, & brazing workers",2016,"2016","true","true",81908,7024.502207162721,52609.09141964155,3405.2307916763684,759,"welding-soldering-brazing-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131199","Business operations specialists, all other",2016,"2016","true","true",2620,1256.6707053679497,61021.76030534351,18161.238492045126,30,"business-operations-specialists-all-other","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472111","Electricians",2016,"2016","true","true",513620,17564.154927496587,48759.63415949535,1070.0537840448328,4564,"electricians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","271020","Designers",2016,"2016","true","true",23121,3732.875719178722,53636.54915444834,6491.073690760073,199,"designers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514041","Machinists",2016,"2016","true","true",2161,1141.297627717564,48377.886626561776,9220.606354998583,18,"machinists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472121","Glaziers",2016,"2016","true","true",26651,4007.6677121999855,44437.402836666544,6033.66171507146,217,"glaziers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132011","Accountants & auditors",2016,"2016","true","true",59241,5974.443427517298,64528.3133302949,4665.241516152368,634,"accountants-auditors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514030","Machine tool cutting setters, operators, & tenders, metal & plastic",2016,"2016","true","true",826,705.608085420716,32808.578692493946,13935.000858133597,9,"machine-tool-cutting-setters-operators-tenders-metal-plastic","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472130","Insulation workers",2016,"2016","true","true",41883,5023.785489672427,37496.60396819712,3002.999180679716,330,"insulation-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","271010","Artists & related workers",2016,"2016","true","true",869,723.7412880312078,21909.532796317606,13941.366085910086,8,"artists-related-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","512090","Miscellaneous assemblers & fabricators",2016,"2016","true","true",5218,1773.4502206166785,26942.030471445,6264.098684444047,36,"miscellaneous-assemblers-fabricators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132031","Budget analysts",2016,"2016","true","true",697,648.1717618457623,74705.49354375897,22715.743514335223,10,"budget-analysts","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472140","Painters & paperhangers",2016,"2016","true","true",365980,14833.927275079892,30853.236420022953,1255.5423410997412,2638,"painters-paperhangers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","253000","Other teachers & instructors",2016,"2016","true","true",1811,1044.795465368898,40415.68415240199,16934.265794730352,22,"other-teachers-instructors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","512041","Structural metal fabricators & fitters",2016,"2016","true","true",1368,908.0625482365115,32363.90423976608,9642.743950610566,13,"structural-metal-fabricators-fitters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472150","Pipelayers, plumbers, pipefitters, & steamfitters",2016,"2016","true","true",405728,15616.562245244424,48657.177239431345,1340.0072606878252,3487,"pipelayers-plumbers-pipefitters-steamfitters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","512020","Electrical, electronics, & electromechanical assemblers",2016,"2016","true","true",914,742.2436510048179,45995.842450765864,24299.329141763505,9,"electrical-electronics-electromechanical-assemblers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232090","Miscellaneous legal support workers",2016,"2016","true","true",747,671.0176502636442,36234.05220883534,32678.498855058948,5,"miscellaneous-legal-support-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132051","Financial analysts",2016,"2016","true","true",970,764.6438098284775,120110.93298969071,79628.01293615592,12,"financial-analysts","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472161","Plasterers & stucco masons",2016,"2016","true","true",27352,4060.0225692676217,36043.94749926879,5678.01554144381,201,"plasterers-stucco-masons","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232011","Paralegals & legal assistants",2016,"2016","true","true",1217,856.4819801825475,78389.84963023828,40088.823557612406,12,"paralegals-legal-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","511011","Firstline supervisors of production & operating workers",2016,"2016","true","true",6370,1959.4534963681626,61047.875667189954,8231.038480003159,63,"firstline-supervisors-of-production-operating-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472181","Roofers",2016,"2016","true","true",175352,10274.674437311767,31187.382293900268,1801.3991301267924,1263,"roofers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132070","Credit counselors & loan officers",2016,"2016","true","true",1067,801.9649259252401,48648.46579194002,7008.4590256982765,5,"credit-counselors-loan-officers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","4990XX","Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2016,"2016","true","true",32432,4420.925342391825,39345.57671435619,4378.684590490835,252,"miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472211","Sheet metal workers",2016,"2016","true","true",44275,5165.209102066668,42415.938881987575,2998.0857937800984,417,"sheet-metal-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","2310XX","Lawyers, & judges, magistrates, & other judicial workers",2016,"2016","true","true",3961,1545.1521976107865,159680.18404443323,46472.69864395354,41,"lawyers-judges-magistrates-other-judicial-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499098","Helpersinstallation, maintenance, & repair workers ",2016,"2016","true","true",2860,1312.9660717933389,19958.875524475523,6215.928243763345,31,"helpersinstallation-maintenance-repair-workers-","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151121","Computer systems analysts (Legacy)",2016,"2016","true","true",2374,1196.2214076106918,85544.81634372368,40032.97285546284,22,"computer-systems-analysts-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472221","Structural iron & steel workers",2016,"2016","true","true",44601,5184.184315201291,53912.939126925405,3851.200687164083,369,"structural-iron-steel-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499096","Riggers",2016,"2016","true","true",1226,859.6430624640518,51330.610114192496,19550.68890496547,8,"riggers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151131","Computer programmers (Legacy)",2016,"2016","true","true",2625,1257.8692254563894,84016.7180952381,15647.149958906259,29,"computer-programmers-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472XXX","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2016,"2016","true","true",117696,8419.373131484193,37348.539474578574,2818.398149568634,907,"brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","1940YY","Miscellaneous life, physical, & social science technicians, including social science research assistants",2016,"2016","true","true",1433,929.3851172546152,52937.042568039076,15159.574564313198,12,"miscellaneous-life-physical-social-science-technicians-including-social-science-research-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499071","Maintenance & repair workers, general",2016,"2016","true","true",11050,2580.711122492535,45186.83022624435,6010.505655875269,103,"maintenance-repair-workers-general","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151134","Web developers (Legacy)",2016,"2016","true","true",453,522.5443822196438,17733.995584988963,28371.080773730173,5,"web-developers-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","473010","Helpers, construction trades",2016,"2016","true","true",36831,4711.145300743297,21745.533355054165,2070.1263628036027,289,"helpers-construction-trades","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499060","Precision instrument & equipment repairers",2016,"2016","true","true",296,422.39636493704296,62989.22635135135,84079.83452665077,5,"precision-instrument-equipment-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499052","Telecommunications line installers & repairers",2016,"2016","true","true",20420,3508.1013162694685,39352.56376101861,4701.295786127489,161,"telecommunications-line-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474011","Construction & building inspectors",2016,"2016","true","true",22761,3703.7053700767647,60251.83792452001,6005.399395414636,258,"construction-building-inspectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","1930XX","Miscellaneous social scientists, including survey researchers & sociologists",2016,"2016","true","true",523,561.467757721756,65360.28871892925,21907.453310729576,5,"miscellaneous-social-scientists-including-survey-researchers-sociologists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","15113X","Software developers, applications & systems software",2016,"2016","true","true",4672,1678.1052566844423,72769.98180650685,10383.911419003674,39,"software-developers-applications-systems-software","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474021","Elevator installers & repairers",2016,"2016","true","true",19815,3455.749077448275,85875.90461771385,8536.383508455583,191,"elevator-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","192040","Environmental scientists & geoscientists",2016,"2016","true","true",873,725.405053324122,75624.50171821305,19192.264219147084,12,"environmental-scientists-geoscientists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499051","Electrical powerline installers & repairers",2016,"2016","true","true",20342,3501.39574957457,48257.99218365942,6828.259717724471,178,"electrical-powerline-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
